	id	puzzle	solution	clues	difficulty
19546	19547	71..5......41.352......9....5..3..828.....79....9...4..21....765....2.....64.....	718256934694173528235849167459731682863524791172968345921385476547692813386417259	26	4.0
19560	19561	..761.....5.......3...7...1..2..654...6..5.....8....2....829.........2.49.....3..	287614953154938672369572481732186549416295837598743126643829715875361294921457368	22	5.3
19571	19572	.2....4....54....9..6.89..5....78..12....53...68.3.7....23.....4.....1.7.7..5....	921563478785421639346789215534278961297615384168934752812347596453896127679152843	26	4.0
19597	19598	1......2...3.86..4...4...5.7..8.9......2..1.7.2.5...9...4..5...6.23..8...........	146957328253186974987432651761849532495263187328571496834715269672394815519628743	23	4.0
19608	19609	.6...51.7..2.7.5......9..2..4......2.8...64....9...35.8...51.....1....4..97.3....	968245137432178569175693824546319782783526491219487356824951673351762948697834215	25	4.0
19634	19635	..7.15.2.6...4.7.3........9......1....4.....87...5.94.4.........132..6..59..3...7	937615824625849713148723569369487152254961378781352946476598231813274695592136487	25	4.2
19670	19671	5.2..1.6..17.....54.....81......3..6....6..7....8.9...3.......2.65...1....473.5..	582391764917684325436257819751423986298165473643879251379518642865942137124736598	25	4.1
19694	19695	4.2..7..9.......6.1....6......9.154..........63...2.8..76........45.8.3..8..1....	462837159793145268158296374827961543541783692639452781976324815214578936385619427	23	4.2
19713	19714	.56........2.97....4.8.3....3....1.8..4..6..9....1...5.......3...1...26..6...2...	756421893382597416149863752637259148514786329298314675425678931871935264963142587	22	4.7
19718	19719	.6.4...7.8.....2..39..5......517.6..7....6.1.......4...2...8.9.9.....7.3.3.......	561482379874931265392657841245179638783546912619823457127368594956214783438795126	23	4.7
19766	19767	.........2.9...4.638.....9.9.7.....8..1..6.3....57..49....62......9...15..4.3.9..	145689723279351486386427591937214658451896237628573149593162874762948315814735962	25	4.0
19776	19777	.....9...4....8....1..453.....81.....2..9..7.6.....4...87...21..9.2..5.......7.6.	265139784473628951918745326759814632824396175631572498587463219396281547142957863	23	4.1
19778	19779	.7...582......3.6..96.7.........258.3.7.6.2..8......7...8....4.46.3.......21.....	173645829584293167296871435649712583357468291821539674718956342465327918932184756	25	5.5
19784	19785	.....94......4..584.8...9..6...9..1.57...6....2...1..3..79..1...6.7...2.2.....8..	732859461196247358458163972683492715571386249924571683847925136369718524215634897	25	5.5
19802	19803	....5...3..5..24.9...6.4.....3.8...27....1.......4.6...9....2...5.1....8816....7.	142958763635712489978634521463587192729361854581249637394875216257196348816423975	24	4.3
19831	19832	3...7.1.4..4.6.....9.4...3..1.92..8.......5......862...........7.6.4..282.....7.3	362879154574163892891452637417925386628314579953786241189237465736541928245698713	25	4.6
19846	19847	...8..3..7...2..16.2.......6.....45...2.6...8.8.3....95....9.7...71.........86...	156897324794523816823641597631978452972465138485312769548239671267154983319786245	23	4.6
19912	19913	..5.....7.....9.4.4695.7......2...8.....8..736.3......27.4..5..5....14.......2...	325148967718629345469537821957263184142985673683714259271496538536871492894352716	24	4.2
19966	19967	.6.3..8..9.3.....27.....4.......9.7.6.82...9.......2.15...96...........6...53..8.	265347819943158762781962435352419678618275394497683251574896123839721546126534987	23	4.5
19989	19990	....7...5.95..2..487...63..64....853..7...6..........2..6.98............1....5...	264379185395182764871456329642917853987523641513864972436298517759641238128735496	23	5.8
19993	19994	..5.486.....52..8...1..........6.....584..7..4......5.3..2...9...7..48.1..48...3.	235148679679523184841679523712965348958432716463781952386217495527394861194856237	25	4.1
20007	20008	...16.8.3.........68.2.3.7..56......3...9....7....2.9..9...1.4.2...5..89...7..2..	479165823132978564685243971956817432328496157714532698897621345261354789543789216	25	4.5
20040	20041	6....9....1.86..57..8.5.......62...38.....14....3..9...542936..2...8............4	675439812913862457428157369549621783832975146761348925154293678296784531387516294	26	4.0
20111	20112	......145....25....78.....6..7.........6..2..64.91....96....7.8..4.9.5...8.......	329768145416325987578149326157283694893654271642917853965432718734891562281576439	23	5.1
20137	20138	..8.459...3.........6.31.4.....2.8.......4.1.57..............6.....597.21..7....9	218645973435978126796231548641327895823594617579816234957482361364159782182763459	23	4.4
20141	20142	23....69..5..87............5.7.24.6...479...5.....6.....2....86......3..7..9..14.	238541697951687423476239851517324968364798215829156734192473586645812379783965142	25	4.1
20154	20155	1..6..4.3....3..9....2.1...7.4........17.....68.14273....5.78...4......5....28...	158679423267834591493251687724963158931785264685142739316597842842316975579428316	26	4.2
20162	20163	5..1...6......48.2..2.7.3......41...4..5..6...3.2........9...5...1...2.3.7......8	587132964193654872642879315268741539419583627735296481324918756851467293976325148	23	4.5
20231	20232	43.9.7..6.1..6..2......1.......8...7...7.948.......56.9.4....3..7...4...8.2......	438927156517368924296541378349685217625719483781432569954276831173854692862193745	24	5.4
20245	20246	.3.....4....7..1......8..7.1...6...9..49.7..2....48..7429..3...51....2.....8.....	731295648896734125245186973187362459354917862962548317429653781518479236673821594	24	4.1
20255	20256	.....13.7..2..4...74...9.....86.....62....8..1.9....2.....836.....1.....2.4.....9	986251347312764598745839261478625913623917854159348726591483672867192435234576189	23	4.5
20320	20321	.9...2.3...8....4..5...962....6.8..........56...7....1........4.21.3.97..79...2..	794562138268371549153489627315648792987213456642795381536927814421836975879154263	24	4.8
20409	20410	7.....94......6..3....8.21....89......8..13...5.62......3...8..9..7...64....1....	781352946592146783364987215237894651648571329159623478413265897925738164876419532	23	4.2
20449	20450	..95...6.5...6.....3...4..1...61..7......963.4....5....4.8.3..9.87............5..	829571364514368927736294851953612478271489635468735192645823719187956243392147586	23	4.9
20476	20477	.2.....3..7...6..8.189..4....4...9.1..2..3.6..6..7......7.........7..5.4....612..	629814735475326198318957426734682951952143867861579342147295683296738514583461279	24	4.6
20515	20516	.8.352.1............4....78....13.29.1.8......6...9.....1.3......7.2..5.6..4..7..	789352416136784295254961378478613529912875643563249187841537962397126854625498731	24	4.0
20554	20555	3...5..2..6........7.2..6.5..46.2.....69..187.3..1.....9...8..4...5.1..98........	348756921562149378971283645184672593256934187739815462695328714427561839813497256	25	4.0
20561	20562	....53.6...3...1.....9.7.4.8.9..4....5..2....47..9...6.9....8.3..4..52....7......	741253968923846175568917342839564721156728439472391586695472813314685297287139654	24	4.8
20590	20591	9........8......62.....7.5...9.....8...1.94....2.4.37...75.3.8...5..82.12........	953261847874395162621487953469732518738159426512846379197523684345678291286914735	24	4.3
20640	20641	.....4.9....7.1..3.8..3..4.8.......4.4..68....793.26....2.......1...7..5.3..2...7	351684792924751863687239541863975124245168379179342658792513486416897235538426917	25	4.0
20680	20681	.7........3.1..9....2....651......428..43........1..9.26...5..4..4.....6..3..8...	971256483635184927482973165159867342826439571347512698268395714594721836713648259	23	4.8
20768	20769	8.9......5.....21....2.7.....6...4....4.3.8.135.9........1.37...6...4......57..4.	829415367547369218631287594216758439974632851358941672495123786763894125182576943	24	4.3
20822	20823	...8...2...8.....6..5.6.4..1..57....2....3..95..42.......7.....4..15.3....9...5.7	361847925948235176725961483196578234284613759537429861853794612472156398619382547	24	4.3
20857	20858	3.9..1.5.....7....84..9...746.2..9......8.......1...322...........6.5.21.......46	379861254612574389845392167461253978923786415587149632256418793794635821138927546	24	4.4
20859	20860	............5.14.75....3.1.928.......4....2...7..6...8..361.........2...1..839..2	417986325836521497592743816928175634645398271371264958283617549769452183154839762	24	4.5
20918	20919	..325........9.....6....2.........34..516......7..9...63.....7.....2.56..9.3...8.	473258196258691347169743258916582734345167829827439615634815972781924563592376481	22	4.6
20920	20921	.1.......76..1.82...3.754.....2.7.3..3..6..1..4....2.69...43........81..........7	415826973769314825283975461691287534532469718847531296978143652326758149154692387	25	4.8
20981	20982	.5..12.84..3..4.9.4..9..5.....7.......9.3...67.4.26....1....9......8..........1.2	956312784273854691481967523168749235529138476734526819312475968695281347847693152	24	4.5
20991	20992	.........5.6.3.....1....68.....6.7.9....2..5.78...5....97.521.6..274......1......	928614375576238491314579682245863719169427853783195264897352146652741938431986527	24	4.4
21017	21018	8...4...1.1..87.2..65..1..4.........1.7..4....56.1..7.5....9.......3..8.684...9..	892543761413687529765291834948726315127354698356918472531869247279435186684172953	26	4.7
21150	21151	.8.....647....53......9....93....84.....615....23......97.5..8....1.3...6........	581732964769415328324896715936527841478961532152348679297654183845173296613289457	23	5.4
21243	21244	2.9.7..34..3.4.8.......2.5...6..1...92.........5.6..4....7......14.29..58....3.6.	289175634753946821641832957436291578928457316175368249562784193314629785897513462	26	5.1
21279	21280	.3.....9..6.51...7..7.....8...........129.4......8..6.3..7..9....2..5...7864...2.	534678291968512347217943658679354812851296473423187569345721986192865734786439125	24	4.5
21300	21301	6...2...34..7...1...9.86.....6.......1..92....7.8.....3..2..9.............4..9572	651924783428753619739186425846375291513492867972861354365217948297548136184639572	23	4.2
21319	21320	........4.8.3.7..553..4.6.....17.4..3....8..97...2.......7...1.2.9..6.5....8.....	697581324482367195531249687925173468314658279768924531846735912279416853153892746	24	4.2
21326	21327	.6....9.282....1.....4...5...3.5.....7..32.........36...7.495..1.....8...9...7...	561783942824596173739421658413658729976132485258974361387249516142365897695817234	23	5.3
21377	21378	...7..9......1..6.62...4...........3.42.5..7...86...2...7..28......9.....961.74..	183726945479315268625984317761249583342851679958673124537462891214598736896137452	24	4.3
21403	21404	....3.....7.....6.816.4...9..4.7.1...5.............25...5.63...78...4.163..8..9..	529638471473519862816742539694275183257381694138496257945163728782954316361827945	25	4.4
21409	21410	4..1...3..619.......28..7.....4.8.....7.2...1.8...96..3..2...4.....5...3.9.......	458167239761932485932845716619478352547623891283519674375296148824751963196384527	23	5.3
21433	21434	24.6...9..3...45....1.8....67....2..........3.8....6.79.27........42..6...381....	247651398836294571591387426679138245124576983385942617912765834758423169463819752	25	4.4
21450	21451	8.1.........1.7....9.8.2..5...4.58...7.3..5.92.......3....3....3.....71..2.9.4...	841653297532197486697842135963425871478316529215789643784531962359268714126974358	24	4.3
21467	21468	..9.4.....5..9......7....25........33...1...25..26..4.76.4......4.5..1.8.........	239145786658792431417638925824957613376814592591263847762481359943526178185379264	22	4.9
21477	21478	.1...3.......9..41.2.4..8.....98..3......125..6..2.1..........5..9.4.72.27...9..4	415863972386792541927415863152987436894631257763524189641278395539146728278359614	26	4.3
21481	21482	..4.....8.9...3...3....265..4..5.176.59..78.....8......7........3....2...2..71.9.	514796328296583714387142659843259176159637842762814935975328461431965287628471593	25	5.7
21501	21502	.....3..2.37....1..2.74......5...6..2.......5.6..9..7.5...6...39..12.........8.4.	459813762837652419126749358795281634241376895368495271584967123973124586612538947	23	5.2
21509	21510	..6......84...97......3..91.183....4...7........61...5.5....9..4...21..........3.	196278453843159726725436891518392674364785219972614385251863947437921568689547132	22	4.1
21532	21533	.........56..2......8..4.3..3...9..2....5.8.7..1..8..5257...1....6.4.7.....6.....	492836571563127489178594236835719642649352817721468395257983164986241753314675928	23	4.6
21546	21547	..91.5...7..8...5.....3..8.4...5.6...9136.74...7........69.3.1.13.....64.........	289145376713896452654237189428759631591362748367481295846923517132578964975614823	26	6.1
21617	21618	3..8....4...19..8.5.4.6...9............5.91....6..2.7..92....4.73...............8	319875624627194583584263719153786492278549136946312875892651347735428961461937258	22	4.0
21639	21640	.469...5....13.....7...4....52.1.9.3.......253.......88..69...1...4.3......2...3.	146928357285137694973564812452816973768349125319752468837695241621473589594281736	25	5.1
21710	21711	9...1...7.2.7...61....89.....6.9.....1......5.4.1...73...4..8...5..3....1...6..3.	965213487823754961471689352236597148718346295549128673392475816654831729187962534	24	4.3
21767	21768	........31...7.6....84........5.......9..1..7..67...25.34..5.9..5....3.16...4..5.	947856213125973684368412579273594168589261437416738925834125796752689341691347852	24	4.3
21782	21783	..276..........1..6.....4..1....8........5.3..9.3.2.........5..3275...9.5..21...7	432761958978453162615829473153678249284195736796342815861937524327584691549216387	23	4.0
21791	21792	...4..5..2....7.8.37.....26....5.3.9.1.7....8.9...26..9....3..5........14...8....	168429573259367184374815926742658319613794258895132647981273465527946831436581792	24	4.1
21801	21802	74....8....68....1....2....9..3..1...6..5...94.8.6..53..3.8...52....1.........4..	742513896596847321831926547925378164367154289418269753673482915254791638189635472	24	4.6
21888	21889	8..4736....31.........9........485....2...78.5....9..1.58...92..7..3....9.......4	821473695793156248645892173169748532432561789587329461358614927274935816916287354	25	4.3
21908	21909	.7.36.....82....4.3..8......3...1..91..7..4..65....1..4....3.....5.8..1......752.	971364285582179346346852791237641859198735462654298137419523678725486913863917524	25	4.3
21917	21918	..3........618...35.4...28....2.9......7.3..6....4..5.73...16..49...........2.8..	983572164276184593514936287641259378859713426327648951732891645498365712165427839	24	4.3
21994	21995	....1.4.7..4....36.5.....9.9....5.....2.6......71.3..2...6..9..78..54.......2..6.	829316457174589236653472198918245673432768519567193842241637985786954321395821764	24	4.0
21996	21997	4.....76.7..2.......6.9...1...3.8.....4.....635...6..........9...2.7.6.48......32	421835769798261453536794821167328945284957316359416278643182597912573684875649132	23	4.0
22048	22049	....5..2..76...8..38......42...19...79............4.3...5.4...8...6.1......82..9.	914358627576492813382176954243719586798563142651284739135947268829631475467825391	23	4.0
22064	22065	..8........3...27..6.1....895..4.8......67..4.......3.7.4....26............2.9.4.	598724613143658279267193458951342867832567194476981532714835926329416785685279341	22	4.0
22070	22071	9..2.8..71..4......2...5.6.........4..1..7.8.47...9..57.....2...9.5..3....2.93...	946238517135476892827915463369851724251347986478629135783164259694582371512793648	25	4.2
22077	22078	..8.6.......28...3.9....27..6..47..............7...91..5.8....67.6.5..4.1......9.	328761459475289163691435278869147532214593687537628914953814726786952341142376895	23	4.0
22115	22116	........89..8....3.1.6.57...8..7.12....1...5......9....7.......5.97..68.8...3.4.5	267493518945817263318625794683574129794182356152369847476258931539741682821936475	25	4.9
22127	22128	...3.6...2...8....8..5..9.3.9..58.644......1...76.......8..7..6.1..3.4.....2...3.	974316852235489671861572943193758264486923715527641389348197526612835497759264138	25	4.2
22129	22130	4..5...9.7.14....893..8.4....2..5.4......2..3...7.1.5.86....2....3....69.97......	428513697751469328936287415372895146519642873684731952865974231243158769197326584	27	4.4
22149	22150	8....7..33.......6...5........9..17...6..18..91..2...412.....9...329.....5..8....	891467253375812946462539781538946172246751839917328564124675398783294615659183427	24	4.3
22212	22213	1.34....7......9...2...68..8..5......3....495.7..2...16........5...7.1.....1....2	153489627768231954429756813841593276236817495975624381612945738584372169397168542	23	4.4
22385	22386	..........93....5.7...4...6.5.3...7.4.2....1...9.5..2...752........8...32...69...	564831792193276854728945136856312479472698315319754628687523941945187263231469587	23	4.7
22458	22459	.....5..3..28...5...53.9.1...1..2.8.....1.9...8......2.1..6..2...7......49....6.1	976125843132846759845379216361792584254618937789534162513967428627481395498253671	24	4.5
22462	22463	8..6.2..36.9....5.7...5....29..7.......1..3............7.3..52...6....49..58.9...	851642793649783251732951468293478615584196372167235984978314526316527849425869137	24	4.9
22519	22520	...8....3..1...52.4.......1..7..6.9.86..25....4........2341...61....3...7.4......	652891473971634528438257961217346895869125347345978612523419786196783254784562139	24	4.1
22521	22522	7...........753...8...6..34...2..97..2.....16..8.4.......58.3....3......46...72..	736824159149753862852169734614235978325978416978641523297586341583412697461397285	24	4.5
22540	22541	.847..........2.4...9..6..8697.....5...8..3....1.......1.5..9...2..9.........8.26	184759632763182549259436178697243815542861397831975264416527983328694751975318426	23	4.5
22606	22607	.9....5..1..56..98.5..7.6.....75...97.6....3....1..8..8..3..9....3....2.92.......	694283517137564298258971643312758469786429135549136872871342956463895721925617384	25	4.1
22626	22627	74...5.8..2...1..........4313.8..4...5.9.67..67..2....2....9.1..6.....5......23..	741365982328491567596278143139857426852946731674123895287539614963714258415682379	26	4.1
22647	22648	...5.....1....3..7.9..8....5....12..9..6....4.17.9........32..5.....73.6.4....9..	782519463156243897493786521564871239938625714217394658679432185821957346345168972	23	4.0
22694	22695	5.8........67....1.72..9..5.........8.4.3.........136..2.3...4.....2..8.1..4....7	518263479936754821472189635361872594894635712257941368725318946649527183183496257	23	4.1
22720	22721	.....482...5..7.3..4..2.6...6.9.....1..36.9........4...9..16.8.7...........8.9...	637194825925687134841523679562948713174362958389751462493216587718435296256879341	23	5.5
22766	22767	.51....878.217........4.....8...4.3.59.3........9..4....5.....6.7....2.1....32.9.	451623987832179654769845123687214539594368712213957468925481376378596241146732895	25	4.7
22795	22796	.8.....7....9.6..8.96....3..528.........3...583...7.9..6.2...8...5.....4....432..	581324976347916528296578431152869743679432815834157692463295187925781364718643259	25	5.3
22810	22811	.7...9.1.6..2.4....1.6..23..657..4..........32..4....13......62.....1.9....5.....	472359816683214957519678234165783429894162573237495681358947162746821395921536748	24	4.1
22863	22864	3....5..7.....9.6...4.....1.49.76....2......9...4....8..8...1....78....3.9..61.7.	362145987581739462974682531849276315723518649156493728438927156617854293295361874	24	4.6
22949	22950	.9....4....43...7.87.5....9....8.95.4.......875.9.....3...52.........56....1.3..4	593617482624398175871524639132486957469275318758931246346752891217849563985163724	25	4.8
22950	22951	.2.7.49..1..96........32.7......3...9.......2261.....56.2...78.7..68......5...1..	328714956147965238596832471854293617973156842261478395612549783739681524485327169	26	4.5
23010	23011	6....8..72..........7.915..129..5...........6.8......58..7....4...6.........4.9..	691538247258476319347291568129865473573914826486327195812759634934682751765143982	21	4.2
23051	23052	.....8..6..6...38..2...7...9...8.....8....5.....4.5.6.7...5.94......3...1...4.8.5	347518296516924387829367451951286734684731529273495168768152943495873612132649875	23	4.4
23071	23072	.5.21....2.....3...1....85...79.1.......8.97.93.42..8......8.......5..4....34.12.	853216497274895316619734852587961234426583971931427685342178569198652743765349128	26	4.1
23081	23082	2......6...6.59..1.......5....2..4...9.......1..49...73.......4....7..8.4..8.25.9	215748963876359241943621758638217495794583612152496837387965124529174386461832579	23	4.0
23122	23123	..5.....1.7.3.65......2..83..81...7..67..5.3...1...69......2.....6.4.....9.75....	325478961879316542614529783938164275267985134541237698183692457756841329492753816	25	4.2
23123	23124	....7.6........28....8.4.....7..8..4..6......4..1...95.9...1.....8.35.7.1...86...	821573649534619287769824513257398164916457328483162795392741856648235971175986432	23	4.0
23138	23139	..9.3..15....4......15...98..6...5..1....4.76.7............374.94..6...3.5......1	769238415583149627421576398296317584135894276874625139618953742942761853357482961	25	4.4
23184	23185	8....12...1.....3.46.9..8...35....2...6...7......59..4..............4..8.9..3..6.	873541296519826437462973851135487629946312785287659314628795143351264978794138562	22	4.2
23240	23241	......36.9..4.2.....7.....92...8....79...5.4..8....9.6178..9.......1....5...3.6..	852791364931462875467853219214986753796325148385174926178649532623518497549237681	24	4.7
23251	23252	..........9.....858.1...2......5...2..364..9.46.7.......618...4.12...........3.59	635827941297416385841935276179358462523641897468792513356189724912574638784263159	24	4.1
23389	23390	......9..17...5....6......8.1.....2.9.4...8.1...39..7.....4...57....63..4..8.....	843162957172985463569734218317458629954627831286391574631249785798516342425873196	22	4.1
23442	23443	..65.91.....3...9...562..4.7.....5...6429.3.......6.1...914.2.........5.47.......	846579132217384695935621847793418526164295378528736419659147283381962754472853961	26	4.7
23448	23449	.....7..3.6.1...47...8....5.1.........3...85.98...64...95.4.7...7..89.6......2...	451927683268135947739864125514398276623471859987256431895643712172589364346712598	25	4.7
23520	23521	.2.....5...6.1..4..358....14..3......63...98...8.4.........9...8...5.....5...3.27	124637859986215743735894261491328675263571984578946132342769518817452396659183427	24	4.2
23527	23528	.......3.7..5.8.......416..9......6..87...2..3...8249.1.3..7..9.......5.25.......	648279531731568942592341687925134768487695213316782495163457829874923156259816374	24	4.1
23552	23553	.....2..4...1.97....2.346....6...5....9.1..6.......2397..65.....8.......1..4...5.	637582194458169723912734685826973541349215867571846239794658312285391476163427958	24	4.0
23616	23617	4.9.13.2..6.7..........98.5.....1.362.....4...37.........4...52....3.....9.2.8...	459813627862754193371629845948571236215386479637942581186497352724135968593268714	24	4.8
23662	23663	.....6.....3....411.8.....22..39.........7584..4........1.8............646.5...3.	542716893693258741178943652285394167936127584714865329321689475857432916469571238	22	4.6
23684	23685	5...3...69..1...2.12.....73....7..6.......5.....694..7.........6..3....4.482.....	574932186983167425126485973439571862761823549852694317215749638697318254348256791	23	4.0
23760	23761	6.7.5..2.4..3..1.......87..7.6815.........5.8.....4.............6..9.4.23.4..2.85	637951824482367159519248736726815943143729568958634217275486391861593472394172685	26	4.0
23892	23893	....29....723....4.....53....4.3.......1...7.6.......9.96.5.8.2.2...1...4.7...6..	143829756572316984968745321754932168289164573631578249396457812825691437417283695	24	4.4
24046	24047	..7..14......9....5...8...7.68..3..5.1.8......9.67...2..6....29.....7.3.1..2..7..	927561483683794251541382697268413975715829364394675812476138529852947136139256748	25	4.6
24170	24171	.9.4.7..1..79.13....1..3........4.8.8..3.....7.9...4.3.....2.........126...75...8	693427851587961342421583697132694785846375219759218463968132574375849126214756938	25	4.4
24207	24208	8..3...15...4......5...9.6.5.2..7..4..8.....6.3..4..7..74..56......2....6..7...93	897362415263451789451879362512697834748213956936548271174935628389126547625784193	26	4.0
24273	24274	6.....4...2.....538.7.3..6....7.6.8.3....57..7..8......4........89.1...51.3....2.	631258479924671853857439261415796382368125794792843516546982137289317645173564928	25	4.0
24304	24305	........9978....1..15...3..1.725..4......6..5...1.....45...26.1..68..7..........3	643721859978563412215984367137258946892436175564197238459372681326815794781649523	25	4.1
24311	24312	.8.5..9..7....481.....7....9...6.75......5..3.4.....9...83.......37..14..91......	284531976736924815159876234912463758867195423345287691478319562623758149591642387	24	4.2
24326	24327	...9.5...84....3.....3....1....9........6.74....1.75..3.4...8..6...1...3.2..5..9.	136985427849721356275346981567294138913568742482137569394672815658419273721853694	23	4.0
24364	24365	.4.6..27.....1.6....87....57....8.5...917.........9...4.3..1....21...4.....9....8	145683279972415683638792145716348952259176834384259761493861527821537496567924318	24	4.8
24394	24395	.1.8.64...5...7..27...9..1...3............2......8.6498.92..7.41.56......7.......	312856497958147362746392815683429571497561283521783649869215734135674928274938156	25	4.2
24493	24494	56......9.3971.......5...768..........5....9.....638......4.....8.25.....1..384..	567384219239716548148592376896425731325871694471963825653147982784259163912638457	24	4.3
24590	24591	.64.....73...28.......5....1...6.7....38..4....9..1..3...9.6.1..9.58....4....2..8	564139287317628945982457136158364729723895461649271853875946312291583674436712598	25	6.2
24591	24592	.5...697.1...7..5.........1.......4..7..6..393.57.91...4.......5.38.1...86..3....	254316978139278654687954321916583742478162539325749186742695813593821467861437295	26	5.2
24632	24633	..5.4.6...8..1....29......5......7....7.....35....49..9..5.8..2.3......7...6..81.	175942638486315279293867145349286751867159423521734986914578362638421597752693814	23	4.1
24699	24700	3.....58...7.......1.6....49....1......7..2.5....2.36..2...4..8..12......4..587..	369417582457982136218635974932561847186743295574829361725394618891276453643158729	24	5.2
24727	24728	....3..42....92....8.6.....4.5....87....64.2...1....3....95...4....7.....568.....	769538142513492768284617395435129687897364521621785439372956814148273956956841273	23	4.2
24757	24758	8...4...7.....34...4.1...52.62.39.755.9.......8......4.2..1....7.86.2....3......6	816245937257963418943187652462839175579421863381576294625314789798652341134798526	27	4.4
24794	24795	..1..5.....63.7...2....43..7..2...815....62........9...8...15.2....6......94...3.	831695724946327815275814369763259481598146273412783956687931542324568197159472638	24	4.4
24881	24882	..2.89........3...6.1....7.1.....3.2.5..3.8....94........7..69....85.7.......6...	742689153895173426631524978178965342456237819329418567283741695964852731517396284	22	4.9
24888	24889	2......1.4...39.5.6..5..3...3.76.5....2..8.....4...72.....73..6..........8.9.6...	253687419418239657679514382831762594792458163564391728925173846346825971187946235	24	4.2
24977	24978	..6......3.19....5....56.81.....7.289....34.....42.7..69...8............2.71.4...	526781934381942675749356281435697128972813456168425793694578312813269547257134869	25	5.1
25065	25066	...9..4.6..7....8.4.6.7...1....4.8....5...2..37.5.....1..7...98.52....3.8........	528931476917264385436875921291647853685319247374582169143726598752198634869453712	24	4.3
25076	25077	.7.32...54.5.7............7....38....382....1.......9.....4....7..6..45...9..1..3	176329845495876132382415967967138524538294671214567398853942716721683459649751283	23	4.3
25128	25129	....9....5.2..19...8....5..3.....1..4.6.....8..5...62....3...1....84.7...9..7.2.4	167593482542781963983264571329658147476912358815437629754329816231846795698175234	24	4.5
25289	25290	.....5.6...3.1.82.4.18....3..7.6.1..1..4.........3.65...8..6..9.4........7..8....	782345961953617824461892573537269148126458397894731652218576439649123785375984216	24	4.1
25295	25296	..8..6.3....7.....1.2.3.8......7.98...3.....4...9.2....2..6.....9.2....14...59...	548196732639728145172534869251473986983615274764982513325861497896247351417359628	23	5.0
25481	25482	..5..1.4.3.62...........8........9...7.5.....2...371.......8..9.61...5......194.2	895371246346285791712964853638142975174596328259837164423758619961423587587619432	23	4.0
25627	25628	...5.......5.8.6...9..23........41....273.5...79.5....4....5.....6...2.3.......16	817546392235987641694123785568294137142738569379651824421365978786419253953872416	23	4.2
25705	25706	...421...5...8..........8421.3.76..92.5....6...9....3.9....2..7.......5.71..6....	387421596524689173691753842143576289275938461869214735956842317432197658718365924	25	4.0
25748	25749	.4..18........6..5.3....9....3...1.......2798.....45..5..2.......6...87.3.7.....1	945318267712946385638725914253897146461532798879164523584271639196453872327689451	23	5.4
25809	25810	.4........3.5.4..7..7...2..28.391............1.9......89..1.73....4...9...6..3.8.	548172963932564817617839245285391674463758129179246358894615732321487596756923481	24	5.8
25843	25844	1...7.28.479.......8....6...5..3..4....1.8....4....31....39............6...78..35	136975284479862153582413697651239748327148569948657312765394821893521476214786935	24	4.3
25852	25853	7..5..........6.9.8....4..39.....3...16.2.....4.9..67......5.2..5.26...4...3....8	794532816532186497861794253975641382316827945248953671683475129159268734427319568	24	4.1
25894	25895	137..2..4............13.8....3.7....52......7.4....2.5...9...1..9.3.4.....2.8....	137862954289547361465139872913275486526498137748613295874926513691354728352781649	23	4.4
25907	25908	..6.12.....9...1.6..75...8...3.7.4..4.....23..7...........947..1.....5......5...1	586912374249783156317546982863275419451869237972431865635194728198627543724358691	23	5.3
25910	25911	.9...7..3...6.4....3.....12.1..4......7.6.8..8.2....9...39.....1.....5.7..4..32..	598127643271634958436895712915248376347569821862371495783952164129486537654713289	24	4.3
25948	25949	..3.26....1.7..........31..5.....3.9.......4.4...57..826..1..9....8...2..5......7	983126754615748932742593186526481379879632541431957268267314895194875623358269417	23	4.3
25982	25983	.5..6......98..3..8.62.3..........7......7985.2..89...6......5..8164...94...7....	253764198749851362816293547938516274164327985527489613672938451381645729495172836	26	4.2
26015	26016	...6..1.....243..69.6.1..2..7...15..2......4...9.3.....9...84..6.8.2.....3..7...8	327695184581243976946817325873461592215789643469532817792358461658124739134976258	26	4.1
26098	26099	...8....43.6..........19..8.....6..5.2.97...39..3....15.........4123......86...4.	179863254386542917254719638813426795425971863967358421592184376641237589738695142	24	5.0
26122	26123	....183......4...81.5....2..6....8.45.9.8......8.549.1.....2...9...7........9327.	472518396693247518185936427761329854549681732238754961357862149924175683816493275	26	4.1
26254	26255	9.......7..73...825.4........2....3.7..9.4.6...32....1....5......5.7.8..3..6.....	938421657617395482524786913462518739751934268893267541176859324245173896389642175	23	5.1
26264	26265	....4....6...3.15..238......9...1...1.7.....2.62..93...5....8...7.6....94.6....2.	815946273649237158723815964394521687187364592562789341951472836278653419436198725	25	4.2
26273	26274	...684.9.1..7.......3..2..7...9..64..7.......9..5.......5..18..6......3.23...6..1	752684193169735482843192567328917645576428319914563278495371826681259734237846951	24	5.1
26307	26308	..3.....1.2....68.4....7....7..815....145......6.....9....74.3.1..6.....8....9..6	963548271725193684418267395274981563391456827586732419659874132137625948842319756	24	4.0
26340	26341	4....9.........6.5..25...4...1...8..6.58...3.9....1.643...92.....4....21....7....	458619372739248615162537948241963857675824139983751264317492586594386721826175493	24	4.2
26428	26429	.47....1......6.373..........82...6...2.....9...345..........5..7..5...665.8.1.2.	247539618985126437361784295518297364432618579796345182829463751173952846654871923	24	6.9
